kode,uraian,penjelasan,konteks,keywords,domain,activity,level,embedding_text
400.7.13,gizi,Klasifikasi terkait gizi.,Digunakan untuk dokumen mengenai gizi.,gizi,umum,umum,tersier,400.7.13 gizi klasifikasi terkait gizi. digunakan untuk dokumen mengenai gizi. gizi umum umum
400.7.13.1,gizi makro,Klasifikasi terkait gizi makro.,Digunakan untuk dokumen mengenai gizi makro.,"gizi, makro",umum,umum,kuartier,400.7.13.1 gizi makro klasifikasi terkait gizi makro. digunakan untuk dokumen mengenai gizi makro. gizi makro umum umum
400.7.13.2,gizi mikro,Klasifikasi terkait gizi mikro.,Digunakan untuk dokumen mengenai gizi mikro.,"gizi, mikro",umum,umum,kuartier,400.7.13.2 gizi mikro klasifikasi terkait gizi mikro. digunakan untuk dokumen mengenai gizi mikro. gizi mikro umum umum
400.7.13.3,gizi klinik dan diatetik,Klasifikasi terkait gizi klinik dan diatetik.,Digunakan untuk dokumen mengenai gizi klinik dan diatetik.,"gizi, klinik, dan, diatetik",umum,umum,kuartier,400.7.13.3 gizi klinik dan diatetik klasifikasi terkait gizi klinik dan diatetik. digunakan untuk dokumen mengenai gizi klinik dan diatetik. gizi klinik dan diatetik umum umum
400.7.13.4,konsumsi makanan dan jasa makanan,Klasifikasi terkait konsumsi makanan dan jasa makanan.,Digunakan untuk dokumen mengenai konsumsi makanan dan jasa makanan.,"konsumsi, makanan, dan, jasa",umum,umum,kuartier,400.7.13.4 konsumsi makanan dan jasa makanan klasifikasi terkait konsumsi makanan dan jasa makanan. digunakan untuk dokumen mengenai konsumsi makanan dan jasa makanan. konsumsi makanan dan jasa umum umum
400.7.13.5,kewaspadaan gizi,Klasifikasi terkait kewaspadaan gizi.,Digunakan untuk dokumen mengenai kewaspadaan gizi.,"kewaspadaan, gizi",umum,umum,kuartier,400.7.13.5 kewaspadaan gizi klasifikasi terkait kewaspadaan gizi. digunakan untuk dokumen mengenai kewaspadaan gizi. kewaspadaan gizi umum umum
400.7.14,kesehatan ibu,Klasifikasi terkait kesehatan ibu.,Digunakan untuk dokumen mengenai kesehatan ibu.,"kesehatan, ibu",umum,umum,tersier,400.7.14 kesehatan ibu klasifikasi terkait kesehatan ibu. digunakan untuk dokumen mengenai kesehatan ibu. kesehatan ibu umum umum
400.7.14.1,kesehatan ibu hamil,Klasifikasi terkait kesehatan ibu hamil.,Digunakan untuk dokumen mengenai kesehatan ibu hamil.,"kesehatan, ibu, hamil",umum,umum,kuartier,400.7.14.1 kesehatan ibu hamil klasifikasi terkait kesehatan ibu hamil. digunakan untuk dokumen mengenai kesehatan ibu hamil. kesehatan ibu hamil umum umum
400.7.14.2,kesehatan ibu bersalin dan nifas,Klasifikasi terkait kesehatan ibu bersalin dan nifas.,Digunakan untuk dokumen mengenai kesehatan ibu bersalin dan nifas.,"kesehatan, ibu, bersalin, dan, nifas",umum,umum,kuartier,400.7.14.2 kesehatan ibu bersalin dan nifas klasifikasi terkait kesehatan ibu bersalin dan nifas. digunakan untuk dokumen mengenai kesehatan ibu bersalin dan nifas. kesehatan ibu bersalin dan nifas umum umum
400.7.14.3,kesehatan maternal dengan pencegahan komplikasi,Klasifikasi terkait kesehatan maternal dengan pencegahan komplikasi.,Digunakan untuk dokumen mengenai kesehatan maternal dengan pencegahan komplikasi.,"kesehatan, maternal, dengan, pencegahan, komplikasi",umum,umum,kuartier,400.7.14.3 kesehatan maternal dengan pencegahan komplikasi klasifikasi terkait kesehatan maternal dengan pencegahan komplikasi. digunakan untuk dokumen mengenai kesehatan maternal dengan pencegahan komplikasi. kesehatan maternal dengan pencegahan komplikasi umum umum
400.7.14.4,keluarga berencana,Klasifikasi terkait keluarga berencana.,Digunakan untuk dokumen mengenai keluarga berencana.,"keluarga, berencana",umum,umum,kuartier,400.7.14.4 keluarga berencana klasifikasi terkait keluarga berencana. digunakan untuk dokumen mengenai keluarga berencana. keluarga berencana umum umum
400.7.14.5,perlindungan kesehatan reproduksi,Klasifikasi terkait perlindungan kesehatan reproduksi.,Digunakan untuk dokumen mengenai perlindungan kesehatan reproduksi.,"perlindungan, kesehatan, reproduksi",umum,umum,kuartier,400.7.14.5 perlindungan kesehatan reproduksi klasifikasi terkait perlindungan kesehatan reproduksi. digunakan untuk dokumen mengenai perlindungan kesehatan reproduksi. perlindungan kesehatan reproduksi umum umum
400.7.15,kesehatan anak,Klasifikasi terkait kesehatan anak.,Digunakan untuk dokumen mengenai kesehatan anak.,"kesehatan, anak",umum,umum,tersier,400.7.15 kesehatan anak klasifikasi terkait kesehatan anak. digunakan untuk dokumen mengenai kesehatan anak. kesehatan anak umum umum
400.7.15.1,kelangsungan hidup bayi,Klasifikasi terkait kelangsungan hidup bayi.,Digunakan untuk dokumen mengenai kelangsungan hidup bayi.,"kelangsungan, hidup, bayi",umum,umum,kuartier,400.7.15.1 kelangsungan hidup bayi klasifikasi terkait kelangsungan hidup bayi. digunakan untuk dokumen mengenai kelangsungan hidup bayi. kelangsungan hidup bayi umum umum
400.7.15.2,kelangsungan anak balita dan pra sekolah,Klasifikasi terkait kelangsungan anak balita dan pra sekolah.,Digunakan untuk dokumen mengenai kelangsungan anak balita dan pra sekolah.,"kelangsungan, anak, balita, dan, pra, sekolah",umum,umum,kuartier,400.7.15.2 kelangsungan anak balita dan pra sekolah klasifikasi terkait kelangsungan anak balita dan pra sekolah. digunakan untuk dokumen mengenai kelangsungan anak balita dan pra sekolah. kelangsungan anak balita dan pra sekolah umum umum
400.7.15.3,kewaspadaan penanganan balita beresiko,Klasifikasi terkait kewaspadaan penanganan balita beresiko.,Digunakan untuk dokumen mengenai kewaspadaan penanganan balita beresiko.,"kewaspadaan, penanganan, balita, beresiko",umum,umum,kuartier,400.7.15.3 kewaspadaan penanganan balita beresiko klasifikasi terkait kewaspadaan penanganan balita beresiko. digunakan untuk dokumen mengenai kewaspadaan penanganan balita beresiko. kewaspadaan penanganan balita beresiko umum umum
400.7.15.4,kualitas hidup anak usia sekolah dan remaja,Klasifikasi terkait kualitas hidup anak usia sekolah dan remaja.,Digunakan untuk dokumen mengenai kualitas hidup anak usia sekolah dan remaja.,"kualitas, hidup, anak, usia, sekolah, dan, remaja",umum,umum,kuartier,400.7.15.4 kualitas hidup anak usia sekolah dan remaja klasifikasi terkait kualitas hidup anak usia sekolah dan remaja. digunakan untuk dokumen mengenai kualitas hidup anak usia sekolah dan remaja. kualitas hidup anak usia sekolah dan remaja umum umum
400.7.15.5,perlindungan kesehatan anak,Klasifikasi terkait perlindungan kesehatan anak.,Digunakan untuk dokumen mengenai perlindungan kesehatan anak.,"perlindungan, kesehatan, anak",umum,umum,kuartier,400.7.15.5 perlindungan kesehatan anak klasifikasi terkait perlindungan kesehatan anak. digunakan untuk dokumen mengenai perlindungan kesehatan anak. perlindungan kesehatan anak umum umum
400.7.16,kesehatan tradisional alternatif dan komplementer,Klasifikasi terkait kesehatan tradisional alternatif dan komplementer.,Digunakan untuk dokumen mengenai kesehatan tradisional alternatif dan komplementer.,"kesehatan, tradisional, alternatif, dan, komplementer",umum,umum,tersier,400.7.16 kesehatan tradisional alternatif dan komplementer klasifikasi terkait kesehatan tradisional alternatif dan komplementer. digunakan untuk dokumen mengenai kesehatan tradisional alternatif dan komplementer. kesehatan tradisional alternatif dan komplementer umum umum
400.7.16.1,kesehatan tradisional keterampilan,Klasifikasi terkait kesehatan tradisional keterampilan.,Digunakan untuk dokumen mengenai kesehatan tradisional keterampilan.,"kesehatan, tradisional, keterampilan",umum,umum,kuartier,400.7.16.1 kesehatan tradisional keterampilan klasifikasi terkait kesehatan tradisional keterampilan. digunakan untuk dokumen mengenai kesehatan tradisional keterampilan. kesehatan tradisional keterampilan umum umum
400.7.16.2,kesehatan tradisional ramuan,Klasifikasi terkait kesehatan tradisional ramuan.,Digunakan untuk dokumen mengenai kesehatan tradisional ramuan.,"kesehatan, tradisional, ramuan",umum,umum,kuartier,400.7.16.2 kesehatan tradisional ramuan klasifikasi terkait kesehatan tradisional ramuan. digunakan untuk dokumen mengenai kesehatan tradisional ramuan. kesehatan tradisional ramuan umum umum
400.7.16.3,kesehatan alternatif dan komplementer,Klasifikasi terkait kesehatan alternatif dan komplementer.,Digunakan untuk dokumen mengenai kesehatan alternatif dan komplementer.,"kesehatan, alternatif, dan, komplementer",umum,umum,kuartier,400.7.16.3 kesehatan alternatif dan komplementer klasifikasi terkait kesehatan alternatif dan komplementer. digunakan untuk dokumen mengenai kesehatan alternatif dan komplementer. kesehatan alternatif dan komplementer umum umum
400.7.16.4,penapisan dan kemitraan,Klasifikasi terkait penapisan dan kemitraan.,Digunakan untuk dokumen mengenai penapisan dan kemitraan.,"penapisan, dan, kemitraan",umum,umum,kuartier,400.7.16.4 penapisan dan kemitraan klasifikasi terkait penapisan dan kemitraan. digunakan untuk dokumen mengenai penapisan dan kemitraan. penapisan dan kemitraan umum umum
400.7.17,kesehatan kerja dan olah raga,Klasifikasi terkait kesehatan kerja dan olah raga.,Digunakan untuk dokumen mengenai kesehatan kerja dan olah raga.,"kesehatan, kerja, dan, olah, raga",umum,umum,tersier,400.7.17 kesehatan kerja dan olah raga klasifikasi terkait kesehatan kerja dan olah raga. digunakan untuk dokumen mengenai kesehatan kerja dan olah raga. kesehatan kerja dan olah raga umum umum
400.7.17.1,pelayanan kesehatan kerja,Klasifikasi terkait pelayanan kesehatan kerja.,Digunakan untuk dokumen mengenai pelayanan kesehatan kerja.,"pelayanan, kesehatan, kerja",umum,umum,kuartier,400.7.17.1 pelayanan kesehatan kerja klasifikasi terkait pelayanan kesehatan kerja. digunakan untuk dokumen mengenai pelayanan kesehatan kerja. pelayanan kesehatan kerja umum umum
400.7.17.2,kapasitas kerja,Klasifikasi terkait kapasitas kerja.,Digunakan untuk dokumen mengenai kapasitas kerja.,"kapasitas, kerja",umum,umum,kuartier,400.7.17.2 kapasitas kerja klasifikasi terkait kapasitas kerja. digunakan untuk dokumen mengenai kapasitas kerja. kapasitas kerja umum umum
400.7.17.3,lingkungan kerja,Klasifikasi terkait lingkungan kerja.,Digunakan untuk dokumen mengenai lingkungan kerja.,"lingkungan, kerja",umum,umum,kuartier,400.7.17.3 lingkungan kerja klasifikasi terkait lingkungan kerja. digunakan untuk dokumen mengenai lingkungan kerja. lingkungan kerja umum umum
400.7.17.4,kemitraan kesehatan kerja,Klasifikasi terkait kemitraan kesehatan kerja.,Digunakan untuk dokumen mengenai kemitraan kesehatan kerja.,"kemitraan, kesehatan, kerja",umum,umum,kuartier,400.7.17.4 kemitraan kesehatan kerja klasifikasi terkait kemitraan kesehatan kerja. digunakan untuk dokumen mengenai kemitraan kesehatan kerja. kemitraan kesehatan kerja umum umum
400.7.17.5,kesehatan perkotaan,Klasifikasi terkait kesehatan perkotaan.,Digunakan untuk dokumen mengenai kesehatan perkotaan.,"kesehatan, perkotaan",umum,umum,kuartier,400.7.17.5 kesehatan perkotaan klasifikasi terkait kesehatan perkotaan. digunakan untuk dokumen mengenai kesehatan perkotaan. kesehatan perkotaan umum umum
400.7.17.6,kesehatan olahraga,Klasifikasi terkait kesehatan olahraga.,Digunakan untuk dokumen mengenai kesehatan olahraga.,"kesehatan, olahraga",umum,umum,kuartier,400.7.17.6 kesehatan olahraga klasifikasi terkait kesehatan olahraga. digunakan untuk dokumen mengenai kesehatan olahraga. kesehatan olahraga umum umum
400.7.18,obat publik dan perbekalan kesehatan,Klasifikasi terkait obat publik dan perbekalan kesehatan.,Digunakan untuk dokumen mengenai obat publik dan perbekalan kesehatan.,"obat, publik, dan, perbekalan, kesehatan",umum,umum,tersier,400.7.18 obat publik dan perbekalan kesehatan klasifikasi terkait obat publik dan perbekalan kesehatan. digunakan untuk dokumen mengenai obat publik dan perbekalan kesehatan. obat publik dan perbekalan kesehatan umum umum
400.7.18.1,harga obat publik,Klasifikasi terkait harga obat publik.,Digunakan untuk dokumen mengenai harga obat publik.,"harga, obat, publik",umum,umum,kuartier,400.7.18.1 harga obat publik klasifikasi terkait harga obat publik. digunakan untuk dokumen mengenai harga obat publik. harga obat publik umum umum
400.7.18.2,pengadaan obat,Klasifikasi terkait pengadaan obat.,Digunakan untuk dokumen mengenai pengadaan obat.,"pengadaan, obat",umum,umum,kuartier,400.7.18.2 pengadaan obat klasifikasi terkait pengadaan obat. digunakan untuk dokumen mengenai pengadaan obat. pengadaan obat umum umum
400.7.18.3,perbekalan kesehatan,Klasifikasi terkait perbekalan kesehatan.,Digunakan untuk dokumen mengenai perbekalan kesehatan.,"perbekalan, kesehatan",umum,umum,kuartier,400.7.18.3 perbekalan kesehatan klasifikasi terkait perbekalan kesehatan. digunakan untuk dokumen mengenai perbekalan kesehatan. perbekalan kesehatan umum umum
400.7.19,produksi dan distribusi alat kesehatan,Klasifikasi terkait produksi dan distribusi alat kesehatan.,Digunakan untuk dokumen mengenai produksi dan distribusi alat kesehatan.,"produksi, dan, distribusi, alat, kesehatan",umum,umum,tersier,400.7.19 produksi dan distribusi alat kesehatan klasifikasi terkait produksi dan distribusi alat kesehatan. digunakan untuk dokumen mengenai produksi dan distribusi alat kesehatan. produksi dan distribusi alat kesehatan umum umum
400.7.19.1,alat kesehatan,Klasifikasi terkait alat kesehatan.,Digunakan untuk dokumen mengenai alat kesehatan.,"alat, kesehatan",umum,umum,kuartier,400.7.19.1 alat kesehatan klasifikasi terkait alat kesehatan. digunakan untuk dokumen mengenai alat kesehatan. alat kesehatan umum umum
400.7.19.2,produsen dan distributor alat kesehatan dan obat,Klasifikasi terkait produsen dan distributor alat kesehatan dan obat.,Digunakan untuk dokumen mengenai produsen dan distributor alat kesehatan dan obat.,"produsen, dan, distributor, alat, kesehatan, obat",umum,umum,kuartier,400.7.19.2 produsen dan distributor alat kesehatan dan obat klasifikasi terkait produsen dan distributor alat kesehatan dan obat. digunakan untuk dokumen mengenai produsen dan distributor alat kesehatan dan obat. produsen dan distributor alat kesehatan obat umum umum
400.7.19.3,produk diagnostik in vitro dan perbekalan kesehatan rumah tangga,Klasifikasi terkait produk diagnostik in vitro dan perbekalan kesehatan rumah tangga.,Digunakan untuk dokumen mengenai produk diagnostik in vitro dan perbekalan kesehatan rumah tangga.,"produk, diagnostik, vitro, dan, perbekalan, kesehatan, rumah, tangga",umum,umum,kuartier,400.7.19.3 produk diagnostik in vitro dan perbekalan kesehatan rumah tangga klasifikasi terkait produk diagnostik in vitro dan perbekalan kesehatan rumah tangga. digunakan untuk dokumen mengenai produk diagnostik in vitro dan perbekalan kesehatan rumah tangga. produk diagnostik vitro dan perbekalan kesehatan rumah tangga umum umum
400.7.20,kefarmasian,Klasifikasi terkait kefarmasian.,Digunakan untuk dokumen mengenai kefarmasian.,kefarmasian,umum,umum,tersier,400.7.20 kefarmasian klasifikasi terkait kefarmasian. digunakan untuk dokumen mengenai kefarmasian. kefarmasian umum umum
400.7.20.1,pelayanan kefarmasian,Klasifikasi terkait pelayanan kefarmasian.,Digunakan untuk dokumen mengenai pelayanan kefarmasian.,"pelayanan, kefarmasian",umum,umum,kuartier,400.7.20.1 pelayanan kefarmasian klasifikasi terkait pelayanan kefarmasian. digunakan untuk dokumen mengenai pelayanan kefarmasian. pelayanan kefarmasian umum umum
400.7.20.2,farmasi klinis,Klasifikasi terkait farmasi klinis.,Digunakan untuk dokumen mengenai farmasi klinis.,"farmasi, klinis",umum,umum,kuartier,400.7.20.2 farmasi klinis klasifikasi terkait farmasi klinis. digunakan untuk dokumen mengenai farmasi klinis. farmasi klinis umum umum
400.7.20.3,farmasi komunitas,Klasifikasi terkait farmasi komunitas.,Digunakan untuk dokumen mengenai farmasi komunitas.,"farmasi, komunitas",umum,umum,kuartier,400.7.20.3 farmasi komunitas klasifikasi terkait farmasi komunitas. digunakan untuk dokumen mengenai farmasi komunitas. farmasi komunitas umum umum
400.7.20.4,penggunaan obat rasional,Klasifikasi terkait penggunaan obat rasional.,Digunakan untuk dokumen mengenai penggunaan obat rasional.,"penggunaan, obat, rasional",umum,umum,kuartier,400.7.20.4 penggunaan obat rasional klasifikasi terkait penggunaan obat rasional. digunakan untuk dokumen mengenai penggunaan obat rasional. penggunaan obat rasional umum umum
400.7.21,produksi dan distribusi kefarmasian,Klasifikasi terkait produksi dan distribusi kefarmasian.,Digunakan untuk dokumen mengenai produksi dan distribusi kefarmasian.,"produksi, dan, distribusi, kefarmasian",umum,umum,tersier,400.7.21 produksi dan distribusi kefarmasian klasifikasi terkait produksi dan distribusi kefarmasian. digunakan untuk dokumen mengenai produksi dan distribusi kefarmasian. produksi dan distribusi kefarmasian umum umum
400.7.21.1,obat tradisional,Klasifikasi terkait obat tradisional.,Digunakan untuk dokumen mengenai obat tradisional.,"obat, tradisional",umum,umum,kuartier,400.7.21.1 obat tradisional klasifikasi terkait obat tradisional. digunakan untuk dokumen mengenai obat tradisional. obat tradisional umum umum
